,Num Nodes,Inhib Message Size,Inhib Wait Time (us),Inhib Comm Sparsity,Inhib App Time Average Mean,Inhib App Time Average Median,Inhib App Time Average Std,Inhib MPI Time Average Mean,Inhib MPI Time Average Median,Inhib MPI Time Average Std,Inhib Total Messages Sent Mean,Inhib Total Messages Sent Median,Inhib Total Messages Sent Std,Inhib Total Bytes Sent Mean,Inhib Total Bytes Sent Median,Inhib Total Bytes Sent Std
49,8,2000,10000,0.5,360.0,360.0,0.0,301.90234375,307.6897321428571,16.830684103710404,534063600.0,481521600.0,154856630.70182046,1062009497500.0,956508560000.0,308146662766.7222
50,8,2000,10000,0.7,360.0,360.0,0.0,328.45703125,327.5859375,3.902566024304939,391103328.0,401618560.0,49031322.63015311,779504982500.0,800505115000.0,97620636498.59334
51,8,2000,10000,1.0,360.0,360.0,0.0,336.8359375,336.8459821428571,0.031435461568862684,398648320.0,398698496.0,552695.7195612576,795503557500.0,795503560000.0,1290998321.7230248
52,8,2000,100000,0.1,360.0,360.0,0.0,2.5023660714285714,2.5042633928571427,0.06490940937477908,73354176.0,73354176.0,11898.034347459808,143506380000.0,143506380000.0,577350269.1896257
53,8,2000,100000,0.3,360.0,360.0,0.0,72.32466517857142,74.7135044642857,6.8016382668766395,172776240.0,171400320.0,4060238.514373263,343255120000.0,340505080000.0,8015733279.948052
54,8,2000,100000,0.5,360.0,360.0,0.0,151.02901785714283,152.51339285714283,5.549890342863955,208555200.0,207144000.0,5357277.398081977,415503705000.0,412503680000.0,10785887384.706308
55,8,2000,100000,0.7,360.0,360.0,0.0,200.11383928571428,198.79129464285714,4.7075256055323935,222015584.0,223949824.0,6392326.170494952,442752827500.0,446502855000.0,12553302553.783407
56,8,2000,100000,1.0,360.0,360.0,0.0,244.81361607142856,244.98549107142856,0.35057436245353113,227849216.0,227799040.0,252546.99508276442,454752032500.0,455002030000.0,500001666.6888837
57,8,2000,1000000,0.1,361.0,361.0,0.0,0.44030580357142857,0.4407053571428572,0.007458018086224191,7418880.0,7418880.0,0.0,14500645000.0,14500645000.0,0.0
58,8,2000,1000000,0.3,360.25,360.0,0.5000000000000047,13.045089285714285,12.6296875,2.225688212256158,20986560.0,21016800.0,130651.73247990246,41675621750.0,41750623000.0,262999588.1167557
59,8,2000,1000000,0.5,360.5,360.5,0.5773502691896257,25.50931919642857,25.972321428571426,4.369036882960742,33717600.0,33667200.0,447018.9257738424,67100599250.0,67000598500.0,886950242.9089525
60,8,2000,1000000,0.7,360.75,361.0,0.5000000000000047,54.67193080357143,53.494642857142864,9.205677015305733,43010464.0,43186304.0,1249660.4595531805,85750548000.0,86100550000.0,2515964997.1568894
61,8,2000,1000000,1.0,360.5,360.5,0.5773502691896257,73.68108258928572,73.64531250000002,0.14725246119709004,57501696.0,57501696.0,115876.50842743466,115000513500.0,115000513500.0,577.3502691896257
62,8,4000,0,0.1,361.25,360.0,2.500000000000005,274.9486607142857,276.3091517857143,8.481065681916268,5080691168.0,4979686208.0,455651938.1636632,19875441750000.0,19500433000000.0,1774628895923.385
63,8,4000,0,0.3,360.0,360.0,0.0,347.3482142857143,346.82366071428567,1.9159952887281693,953527680.0,993021120.0,158144857.54328403,3785028250000.0,3940029400000.0,624958032208.6409
64,8,4000,0,0.5,360.0,360.0,0.0,351.4720982142857,351.3984375,0.4399775723112575,711522000.0,708724800.0,41880863.509722434,2835012650000.0,2825012600000.0,165831993296.13693
65,8,4000,0,0.7,360.0,360.0,0.0,355.3766741071429,355.328125,0.20039103162546348,392545216.0,390505472.0,21287691.31393682,1565005000000.0,1560004975000.0,85440307428.08888
66,8,4000,0,1.0,360.0,360.0,0.0,355.15234375,355.2712053571429,0.2628208010490645,448222208.0,439742464.0,20108080.25612842,1790004002500.0,1755003925000.0,80415767110.88747
67,8,4000,100,0.1,360.0,360.0,0.0,236.71819196428572,236.44419642857144,1.8241168076204244,5016966080.0,5027836800.0,81349291.91528758,19650436000000.0,19700437000000.0,300007111111.27563
68,8,4000,100,0.3,360.0,360.0,0.0,345.98716517857144,346.0814732142857,0.7404938382201002,872242560.0,868523040.0,45818273.82099854,3465025850000.0,3450025750000.0,180648323181.96774
69,8,4000,100,0.5,360.0,360.0,0.0,348.8967633928571,348.5435267857143,1.2987994836460532,803905200.0,825753600.0,86166702.12373222,3202514300000.0,3290014700000.0,346159021263.8983
70,8,4000,100,0.7,360.0,360.0,0.0,354.5345982142857,354.5178571428571,0.3455017786645765,406014560.0,407808128.0,22014568.750097718,1617505172500.0,1625005195000.0,90323771788.3719
71,8,4000,100,1.0,360.0,360.0,0.0,354.5669642857143,354.5591517857143,0.2785382783236321,462321664.0,459311104.0,22430112.502585337,1845004127500.0,1835004100000.0,87369146537.58243
72,8,4000,1000,0.1,360.0,360.0,0.0,149.41741071428572,149.3046875,0.6581226318832499,3091931584.0,3093539008.0,9706645.102909394,12075269000000.0,12100269000000.0,50000666668.88902
73,8,4000,1000,0.3,360.0,360.0,0.0,328.04464285714283,328.79575892857144,6.149555596966232,1038562560.0,1008624960.0,212467447.98973417,4122530750000.0,4000029850000.0,843980052118.0758
74,8,4000,1000,0.5,360.0,360.0,0.0,340.16127232142856,340.11830357142856,2.0276839240758333,864007200.0,866779200.0,91151164.73550954,3442515350000.0,3455015400000.0,365275503790.40845
75,8,4000,1000,0.7,360.0,360.0,0.0,351.0904017857143,350.93638392857144,0.4417406390610988,431687200.0,437560256.0,21187331.231943175,1720005497500.0,1745005570000.0,85245016277.0428
76,8,4000,1000,1.0,359.96875,360.0,0.06250000000000473,352.5602678571429,352.5569196428571,0.06358016426068187,454895616.0,455598080.0,5351688.516998728,1817504060000.0,1820004065000.0,22173604428.13784
77,8,4000,10000,0.1,360.0,360.0,0.0,33.52020089285714,31.7203125,4.382547215406199,639620800.0,643289024.0,8645614.780511113,2502555625000.0,2520055950000.0,35000750000.09519
78,8,4000,10000,0.3,360.0,360.0,0.0,228.44363839285714,227.47767857142856,16.819959208202565,725941440.0,730870560.0,93768591.97437914,2882521500000.0,2900021650000.0,374824971608.25165
79,8,4000,10000,0.5,360.0,360.0,0.0,275.3108258928571,286.1674107142857,27.091412038431105,750052800.0,652478400.0,242774199.94455755,2987513325000.0,2600011600000.0,965142453830.0597
80,8,4000,10000,0.7,360.0,360.0,0.0,325.83091517857144,325.171875,2.2445802122833434,404748512.0,412098624.0,25785955.26217748,1612505155000.0,1640005250000.0,99457188948.02278
81,8,4000,10000,1.0,360.0,360.0,0.0,334.18861607142856,333.9419642857143,0.910667781550779,421177344.0,424790016.0,15360959.890362408,1680003762500.0,1695003795000.0,59441986844.4791
82,8,4000,100000,0.1,360.0,360.0,0.0,7.572829241071427,3.694944196428571,7.782769604980122,72251648.0,73045056.0,1593714.942253685,282756280000.0,286006350000.0,6500140000.000005
83,8,4000,100000,0.3,360.0,360.0,0.0,53.88917410714286,50.43861607142858,8.31755417014996,183405600.0,185461920.0,4968816.350319259,728005435000.0,736005495000.0,19630054848.485947
84,8,4000,100000,0.5,360.0,360.0,0.0,106.5390625,103.28571428571428,7.478755141940936,252075600.0,255276000.0,7479774.328146539,1004754482500.0,1020004540000.0,30500135000.003277
85,8,4000,100000,0.7,360.0,360.0,0.0,208.21540178571428,206.69977678571428,4.457220786208704,209636448.0,211711360.0,6070530.612912183,836002670000.0,844002695000.0,24055569279.054695
86,8,4000,100000,1.0,360.0,360.0,0.0,241.91685267857144,242.73549107142858,2.742194162200947,231813120.0,230107136.0,5476927.411305964,925252070000.0,918502055000.0,21561975945.379707
87,8,4000,1000000,0.1,361.0,361.0,0.0,0.5632912946428572,0.5622232142857143,0.0067303233210797755,7418880.0,7418880.0,0.0,29000645000.0,29000645000.0,0.0
